NAME	ORIGINAL SIZE	AFTER RESTRICTING TO DATASET	STATUS	
NCRNA POLYADENYLATION INVOLVED IN POLYADENYLATION-DEPENDENT NCRNA CATABOLIC PROCESS%GOBP%GO:0043630	1		Rejected!	
POSITIVE REGULATION OF IMMUNOLOGICAL SYNAPSE FORMATION%GOBP%GO:2000522	2		Rejected!	
NEGATIVE REGULATION OF MEMBRANE REPOLARIZATION DURING CARDIAC MUSCLE CELL ACTION POTENTIAL%GOBP%GO:1905032	1		Rejected!	
NITRIC OXIDE HOMEOSTASIS%GOBP%GO:0033484	2		Rejected!	
HEART VALVE MORPHOGENESIS%GOBP%GO:0003179	50	34		
POSITIVE REGULATION OF EARLY ENDOSOME TO RECYCLING ENDOSOME TRANSPORT%GOBP%GO:1902955	1		Rejected!	
CALCIUM ION EXPORT%GOBP%GO:1901660	1		Rejected!	
UTP METABOLIC PROCESS%GOBP%GO:0046051	3		Rejected!	
CONVERGENT EXTENSION INVOLVED IN ORGANOGENESIS%GOBP%GO:0060029	1		Rejected!	
REGULATION OF SA NODE CELL ACTION POTENTIAL%GOBP%GO:0098907	7		Rejected!	
POSITIVE REGULATION OF APPETITE%GOBP%GO:0032100	3		Rejected!	
REGULATION OF ISOTYPE SWITCHING TO IGG ISOTYPES%GOBP%GO:0048302	3		Rejected!	
INTRINSIC APOPTOTIC SIGNALING PATHWAY IN RESPONSE TO DNA DAMAGE%GOBP%GO:0008630	50	46		
POSITIVE REGULATION OF PROTEIN KINASE B SIGNALING%GOBP%GO:0051897	94	63		
ENDOPLASMIC RETICULUM TUBULAR NETWORK MEMBRANE ORGANIZATION%GOBP%GO:1990809	4		Rejected!	
REGULATION OF B CELL APOPTOTIC PROCESS%GOBP%GO:0002902	13		Rejected!	
POSITIVE REGULATION OF EPITHELIAL TO MESENCHYMAL TRANSITION INVOLVED IN ENDOCARDIAL CUSHION FORMATION%GOBP%GO:1905007	5		Rejected!	
DETECTION OF TEMPERATURE STIMULUS INVOLVED IN SENSORY PERCEPTION%GOBP%GO:0050961	5		Rejected!	
NICOTINAMIDE RIBOSIDE METABOLIC PROCESS%GOBP%GO:0046495	2		Rejected!	
REGULATION OF DNA HELICASE ACTIVITY%GOBP%GO:1905774	4		Rejected!	
NEGATIVE REGULATION OF PROTEIN LOCALIZATION TO CELL SURFACE%GOBP%GO:2000009	10		Rejected!	
RESPONSE TO COPPER ION%GOBP%GO:0046688	27	18		
REGULATION OF OVARIAN FOLLICLE DEVELOPMENT%GOBP%GO:2000354	3		Rejected!	
REGULATION OF PEROXIDASE ACTIVITY%GOBP%GO:2000468	2		Rejected!	
PROTEIN K11-LINKED DEUBIQUITINATION%GOBP%GO:0035871	10		Rejected!	
PROTON-TRANSPORTING ATP SYNTHASE COMPLEX ASSEMBLY%GOBP%GO:0043461	8		Rejected!	
PARAMESONEPHRIC DUCT DEVELOPMENT%GOBP%GO:0061205	3		Rejected!	
REGULATION OF TESTOSTERONE BIOSYNTHETIC PROCESS%GOBP%GO:2000224	3		Rejected!	
POSITIVE REGULATION OF LEUKOCYTE APOPTOTIC PROCESS%GOBP%GO:2000108	22	16		
REGULATION OF EPITHELIAL CELL PROLIFERATION INVOLVED IN LUNG MORPHOGENESIS%GOBP%GO:2000794	4		Rejected!	
SUBSTANCE P CATABOLIC PROCESS%GOBP%GO:0010814	1		Rejected!	
TONGUE MORPHOGENESIS%GOBP%GO:0043587	6		Rejected!	
STEREOCILIUM MAINTENANCE%GOBP%GO:0120045	2		Rejected!	
LEUKOCYTE APOPTOTIC PROCESS%GOBP%GO:0071887	14		Rejected!	
REGULATION OF PROSTAGLANDIN-ENDOPEROXIDE SYNTHASE ACTIVITY%GOBP%GO:0060584	4		Rejected!	
REGULATION OF PEPTIDE SECRETION%GOBP%GO:0002791	127	67		
T CELL MIGRATION%GOBP%GO:0072678	22		Rejected!	
NEGATIVE REGULATION OF RELEASE OF CYTOCHROME C FROM MITOCHONDRIA%GOBP%GO:0090201	17		Rejected!	
MORPHOGENESIS OF EMBRYONIC EPITHELIUM%GOBP%GO:0016331	53	42		
REGULATION OF AXON REGENERATION%GOBP%GO:0048679	13		Rejected!	
PYRIDINE NUCLEOSIDE METABOLIC PROCESS%GOBP%GO:0070637	2		Rejected!	
REGULATION OF BICELLULAR TIGHT JUNCTION ASSEMBLY%GOBP%GO:2000810	16		Rejected!	
PEPTIDYL-THREONINE MODIFICATION%GOBP%GO:0018210	74	66		
ERYTHROCYTE HOMEOSTASIS%GOBP%GO:0034101	51	36		
PRONEPHRIC FIELD SPECIFICATION%GOBP%GO:0039003	2		Rejected!	
CELLULAR RESPONSE TO COPPER ION STARVATION%GOBP%GO:0035874	1		Rejected!	
NUCLEAR POLYADENYLATION-DEPENDENT CUT CATABOLIC PROCESS%GOBP%GO:0071039	1		Rejected!	
R-LOOP DISASSEMBLY%GOBP%GO:0062176	5		Rejected!	
ORGANELLE INHERITANCE%GOBP%GO:0048308	11		Rejected!	
SYMPATHETIC NEURON PROJECTION GUIDANCE%GOBP%GO:0097491	4		Rejected!	
CELL GROWTH INVOLVED IN CARDIAC MUSCLE CELL DEVELOPMENT%GOBP%GO:0061049	2		Rejected!	
NEGATIVE REGULATION OF FATTY ACID OXIDATION%GOBP%GO:0046322	9		Rejected!	
INTERSTRAND CROSS-LINK REPAIR%GOBP%GO:0036297	39	37		
POSITIVE REGULATION OF ENDODERMAL CELL DIFFERENTIATION%GOBP%GO:1903226	1		Rejected!	
ERROR-PRONE TRANSLESION SYNTHESIS%GOBP%GO:0042276	10		Rejected!	
POSITIVE REGULATION OF MACROPHAGE DERIVED FOAM CELL DIFFERENTIATION%GOBP%GO:0010744	18		Rejected!	
ADRENOMEDULLIN RECEPTOR SIGNALING PATHWAY%GOBP%GO:1990410	5		Rejected!	
ACROSOMAL VESICLE EXOCYTOSIS%GOBP%GO:0060478	6		Rejected!	
DNA DAMAGE RESPONSE, SIGNAL TRANSDUCTION BY P53 CLASS MEDIATOR RESULTING IN TRANSCRIPTION OF P21 CLASS MEDIATOR%GOBP%GO:0006978	10		Rejected!	
REGULATION OF BONE MINERALIZATION INVOLVED IN BONE MATURATION%GOBP%GO:1900157	4		Rejected!	
REGULATION OF INTRACELLULAR CALCIUM ACTIVATED CHLORIDE CHANNEL ACTIVITY%GOBP%GO:1902938	3		Rejected!	
NEGATIVE REGULATION OF B CELL ACTIVATION%GOBP%GO:0050869	24		Rejected!	
PHOTORECEPTOR CELL MAINTENANCE%GOBP%GO:0045494	32	16		
POSITIVE REGULATION OF RESPONSE TO TUMOR CELL%GOBP%GO:0002836	14		Rejected!	
CONTRACTILE ACTIN FILAMENT BUNDLE ASSEMBLY%GOBP%GO:0030038	15	15		
POSITIVE REGULATION OF MUCUS SECRETION%GOBP%GO:0070257	1		Rejected!	
MAST CELL HOMEOSTASIS%GOBP%GO:0033023	1		Rejected!	
PROTEIN-CONTAINING COMPLEX DISASSEMBLY%GOBP%GO:0032984	129	112		
REGULATION OF AGGREPHAGY%GOBP%GO:1905335	3		Rejected!	
ACTIVATION OF PHOSPHOLIPASE D ACTIVITY%GOBP%GO:0031584	4		Rejected!	
LATERAL SPROUTING FROM AN EPITHELIUM%GOBP%GO:0060601	2		Rejected!	
CAROTENOID CATABOLIC PROCESS%GOBP%GO:0016118	1		Rejected!	
PHYSIOLOGICAL CARDIAC MUSCLE HYPERTROPHY%GOBP%GO:0003301	2		Rejected!	
POSITIVE REGULATION OF PLASMA MEMBRANE BOUNDED CELL PROJECTION ASSEMBLY%GOBP%GO:0120034	93	78		
HISTONE MRNA METABOLIC PROCESS%GOBP%GO:0008334	24	24		
NEGATIVE REGULATION OF CANONICAL WNT SIGNALING PATHWAY INVOLVED IN NEURAL PLATE ANTERIOR/POSTERIOR PATTERN FORMATION%GOBP%GO:0060829	1		Rejected!	
REGULATION OF POSTSYNAPTIC MEMBRANE NEUROTRANSMITTER RECEPTOR LEVELS%GOBP%GO:0099072	25	17		
THIOESTER METABOLIC PROCESS%GOBP%GO:0035383	84	60		
SPERMINE TRANSMEMBRANE TRANSPORT%GOBP%GO:1903710	1		Rejected!	
CELLULAR RESPONSE TO KETONE%GOBP%GO:1901655	48	34		
NEUROTRANSMITTER RECEPTOR TRANSPORT, POSTSYNAPTIC ENDOSOME TO LYSOSOME%GOBP%GO:0098943	7		Rejected!	
REGULATION OF PROLINE IMPORT ACROSS PLASMA MEMBRANE%GOBP%GO:1902834	2		Rejected!	
REGULATION OF PRO-T CELL DIFFERENTIATION%GOBP%GO:2000174	1		Rejected!	
POST-TRANSCRIPTIONAL GENE SILENCING%GOBP%GO:0016441	43	41		
POSITIVE REGULATION OF INOSITOL TRISPHOSPHATE BIOSYNTHETIC PROCESS%GOBP%GO:0032962	4		Rejected!	
POSITIVE REGULATION OF NUCLEAR CELL CYCLE DNA REPLICATION%GOBP%GO:0010571	6		Rejected!	
POSITIVE REGULATION OF GLYCOGEN METABOLIC PROCESS%GOBP%GO:0070875	15		Rejected!	
NEGATIVE REGULATION OF HETEROCHROMATIN ORGANIZATION%GOBP%GO:0120262	5		Rejected!	
REGULATION OF KIDNEY SIZE%GOBP%GO:0035564	4		Rejected!	
ASPARAGINE METABOLIC PROCESS%GOBP%GO:0006528	4		Rejected!	
ADENYLATE CYCLASE-ACTIVATING G PROTEIN-COUPLED RECEPTOR SIGNALING PATHWAY%GOBP%GO:0007189	130	51		
NEGATIVE REGULATION OF MONOCYTE CHEMOTAXIS%GOBP%GO:0090027	6		Rejected!	
REGULATION OF SCHWANN CELL PROLIFERATION INVOLVED IN AXON REGENERATION%GOBP%GO:1905044	1		Rejected!	
POTASSIUM ION TRANSPORT%GOBP%GO:0006813	145	48		
PEYER'S PATCH DEVELOPMENT%GOBP%GO:0048541	1		Rejected!	
MELATONIN METABOLIC PROCESS%GOBP%GO:0030186	2		Rejected!	
REGULATION OF ANTIGEN PROCESSING AND PRESENTATION%GOBP%GO:0002577	18		Rejected!	
CEREBELLAR MOLECULAR LAYER MORPHOGENESIS%GOBP%GO:0021687	2		Rejected!	
REGULATION OF MAST CELL CHEMOTAXIS%GOBP%GO:0060753	6		Rejected!	
REGULATION OF GASTRIC ACID SECRETION%GOBP%GO:0060453	5		Rejected!	
ONE-CARBON COMPOUND TRANSPORT%GOBP%GO:0019755	17		Rejected!	
MELANOCYTE MIGRATION%GOBP%GO:0097324	2		Rejected!	
ESTABLISHMENT OF RNA LOCALIZATION%GOBP%GO:0051236	107	91		
NEUROTRANSMITTER BIOSYNTHETIC PROCESS%GOBP%GO:0042136	12		Rejected!	
NEGATIVE REGULATION OF TRANSCRIPTION BY RNA POLYMERASE III%GOBP%GO:0016480	3		Rejected!	
POSITIVE REGULATION OF MRNA METABOLIC PROCESS%GOBP%GO:1903313	117	105		
MRNA SPLICING, VIA ENDONUCLEOLYTIC CLEAVAGE AND LIGATION%GOBP%GO:0070054	1		Rejected!	
D-AMINO ACID CATABOLIC PROCESS%GOBP%GO:0019478	2		Rejected!	
POST-EMBRYONIC ANIMAL MORPHOGENESIS%GOBP%GO:0009886	3		Rejected!	
GLUCOSE-6-PHOSPHATE TRANSPORT%GOBP%GO:0015760	5		Rejected!	
CYSTEINE CATABOLIC PROCESS%GOBP%GO:0009093	4		Rejected!	
DAMP BIOSYNTHETIC PROCESS%GOBP%GO:0006170	1		Rejected!	
BRUSH BORDER ASSEMBLY%GOBP%GO:1904970	5		Rejected!	
HYDROCARBON METABOLIC PROCESS%GOBP%GO:0120252	6		Rejected!	
REGULATION OF CHRONIC INFLAMMATORY RESPONSE%GOBP%GO:0002676	2		Rejected!	
RESPONSE TO ACTINOMYCIN D%GOBP%GO:0072716	4		Rejected!	
REGULATION OF PROTEIN KINASE C SIGNALING%GOBP%GO:0090036	14		Rejected!	
NUCLEIC ACID TRANSPORT%GOBP%GO:0050657	105	89		
NEURONAL ACTION POTENTIAL PROPAGATION%GOBP%GO:0019227	2		Rejected!	
CALCITONIN CATABOLIC PROCESS%GOBP%GO:0010816	1		Rejected!	
RNA POLYMERASE II CORE COMPLEX ASSEMBLY%GOBP%GO:1990114	1		Rejected!	
REGULATION OF TRANSCRIPTION FROM RNA POLYMERASE II PROMOTER IN RESPONSE TO DNA DAMAGE%GOBP%GO:1990248	1		Rejected!	
GLUTATHIONE DEGLYCATION%GOBP%GO:0036531	1		Rejected!	
LIPID HOMEOSTASIS%GOBP%GO:0055088	132	87		
ENDONUCLEOLYTIC CLEAVAGE IN 5'-ETS OF TRICISTRONIC RRNA TRANSCRIPT (SSU-RRNA, 5.8S RRNA, LSU-RRNA)%GOBP%GO:0000480	5		Rejected!	
SUPPRESSION OF VIRAL RELEASE BY HOST%GOBP%GO:0044790	14		Rejected!	
POSITIVE REGULATION OF VASCULAR ASSOCIATED SMOOTH MUSCLE CELL DIFFERENTIATION%GOBP%GO:1905065	6		Rejected!	
POSITIVE REGULATION OF GLUCAGON SECRETION%GOBP%GO:0070094	2		Rejected!	
REGULATION OF TUMOR NECROSIS FACTOR PRODUCTION%GOBP%GO:0032680	127	76		
POSITIVE REGULATION OF SPINDLE ASSEMBLY%GOBP%GO:1905832	6		Rejected!	
POSITIVE REGULATION OF TOLERANCE INDUCTION TO TUMOR CELL%GOBP%GO:0002845	1		Rejected!	
PRENYLATION%GOBP%GO:0097354	11		Rejected!	
ANTIGEN PROCESSING AND PRESENTATION OF PEPTIDE OR POLYSACCHARIDE ANTIGEN VIA MHC CLASS II%GOBP%GO:0002504	31	18		
LACRIMAL GLAND DEVELOPMENT%GOBP%GO:0032808	3		Rejected!	
T-HELPER 2 CELL DIFFERENTIATION%GOBP%GO:0045064	2		Rejected!	
GLUCURONATE CATABOLIC PROCESS%GOBP%GO:0006064	2		Rejected!	
MULTICELLULAR ORGANISMAL PROCESS%GOBP%GO:0032501	4177		Rejected!	
POSITIVE REGULATION OF RHO PROTEIN SIGNAL TRANSDUCTION%GOBP%GO:0035025	32	17		
REGULATION OF CELL-SUBSTRATE JUNCTION ORGANIZATION%GOBP%GO:0150116	59	53		
PEPTIDE METABOLIC PROCESS%GOBP%GO:0006518	457		Rejected!	
POSITIVE REGULATION OF ENDOPLASMIC RETICULUM UNFOLDED PROTEIN RESPONSE%GOBP%GO:1900103	12		Rejected!	
REGULATION OF MESENCHYMAL STEM CELL DIFFERENTIATION%GOBP%GO:2000739	8		Rejected!	
ACTIVATION OF TRANSMEMBRANE RECEPTOR PROTEIN TYROSINE KINASE ACTIVITY%GOBP%GO:0007171	6		Rejected!	
REGULATION OF ECTODERMAL CELL FATE SPECIFICATION%GOBP%GO:0042665	1		Rejected!	
SPERMINE CATABOLIC PROCESS%GOBP%GO:0046208	1		Rejected!	
NEGATIVE REGULATION OF CARDIAC MUSCLE TISSUE GROWTH%GOBP%GO:0055022	6		Rejected!	
PROTEIN INSERTION INTO ER MEMBRANE%GOBP%GO:0045048	23	23		
PROTEIN LOCALIZATION TO CILIUM%GOBP%GO:0061512	46	35		
LIMB JOINT MORPHOGENESIS%GOBP%GO:0036022	3		Rejected!	
POSITIVE REGULATION OF TRANSCRIPTION FROM RNA POLYMERASE II PROMOTER IN RESPONSE TO OXIDATIVE STRESS%GOBP%GO:0036091	4		Rejected!	
POSITIVE REGULATION OF HOMOPHILIC CELL ADHESION%GOBP%GO:1903387	1		Rejected!	
CELLULAR RESPONSE TO AMILORIDE%GOBP%GO:0036254	4		Rejected!	
GLYCEROPHOSPHATE SHUTTLE%GOBP%GO:0006127	1		Rejected!	
RETROGRADE NEURONAL DENSE CORE VESICLE TRANSPORT%GOBP%GO:1990049	4		Rejected!	
REGULATION OF MEMBRANE LIPID METABOLIC PROCESS%GOBP%GO:1905038	12		Rejected!	
POSITIVE REGULATION OF ANTEROGRADE SYNAPTIC VESICLE TRANSPORT%GOBP%GO:1903744	2		Rejected!	
LENS FIBER CELL APOPTOTIC PROCESS%GOBP%GO:1990086	1		Rejected!	
MOLYBDENUM INCORPORATION INTO MOLYBDENUM-MOLYBDOPTERIN COMPLEX%GOBP%GO:0018315	1		Rejected!	
REGULATION OF TRANSCRIPTION ELONGATION FROM RNA POLYMERASE II PROMOTER%GOBP%GO:0034243	77	76		
REGULATION OF NEUTROPHIL MEDIATED KILLING OF SYMBIONT CELL%GOBP%GO:0070949	2		Rejected!	
GUANINE NUCLEOTIDE TRANSMEMBRANE TRANSPORT%GOBP%GO:1903790	6		Rejected!	
VESICLE TETHERING%GOBP%GO:0099022	32	31		
MITOCHONDRIAL RNA CATABOLIC PROCESS%GOBP%GO:0000957	3		Rejected!	
REGULATION OF MISMATCH REPAIR%GOBP%GO:0032423	4		Rejected!	
PROTEIN INSERTION INTO MITOCHONDRIAL OUTER MEMBRANE%GOBP%GO:0045040	12		Rejected!	
REGULATION OF FAT CELL DIFFERENTIATION%GOBP%GO:0045598	96	81		
POSITIVE REGULATION OF PURINE NUCLEOTIDE METABOLIC PROCESS%GOBP%GO:1900544	32	20		
PROTEIN TARGETING TO MITOCHONDRION%GOBP%GO:0006626	58	55		
POSITIVE REGULATION OF PROTEIN LIPIDATION%GOBP%GO:1903061	4		Rejected!	
FMN METABOLIC PROCESS%GOBP%GO:0046444	1		Rejected!	
GLUCOSAMINE CATABOLIC PROCESS%GOBP%GO:0006043	2		Rejected!	
ISOPRENOID BIOSYNTHETIC PROCESS VIA MEVALONATE%GOBP%GO:1902767	2		Rejected!	
ASTROCYTE ACTIVATION%GOBP%GO:0048143	14		Rejected!	
INORGANIC ION IMPORT ACROSS PLASMA MEMBRANE%GOBP%GO:0099587	93	37		
ESTABLISHMENT OF EPITHELIAL CELL APICAL/BASAL POLARITY%GOBP%GO:0045198	11		Rejected!	
L-ASCORBIC ACID TRANSMEMBRANE TRANSPORT%GOBP%GO:0015882	2		Rejected!	
ANTIBACTERIAL HUMORAL RESPONSE%GOBP%GO:0019731	51		Rejected!	
REGULATION OF ACETYLCHOLINE UPTAKE%GOBP%GO:0051631	1		Rejected!	
RESPONSE TO VIRUS%GOBP%GO:0009615	282		Rejected!	
RENAL VESICLE FORMATION%GOBP%GO:0072033	2		Rejected!	
NEGATIVE REGULATION OF PROTEIN SUMOYLATION%GOBP%GO:0033234	7		Rejected!	
ETHANOL CATABOLIC PROCESS%GOBP%GO:0006068	7		Rejected!	
NOSE DEVELOPMENT%GOBP%GO:0043584	7		Rejected!	
7-METHYLGUANOSINE CAP HYPERMETHYLATION%GOBP%GO:0036261	8		Rejected!	
REGULATION OF GABA-A RECEPTOR ACTIVITY%GOBP%GO:0106040	1		Rejected!	
POSITIVE REGULATION OF DENDRITIC CELL DIFFERENTIATION%GOBP%GO:2001200	5		Rejected!	
PRIMARY ALCOHOL BIOSYNTHETIC PROCESS%GOBP%GO:0034309	4		Rejected!	
CELLULAR RESPONSE TO STIMULUS%GOBP%GO:0051716	4850		Rejected!	
NEGATIVE REGULATION OF IMMUNOGLOBULIN PRODUCTION%GOBP%GO:0002638	6		Rejected!	
REGULATION OF RETROGRADE PROTEIN TRANSPORT, ER TO CYTOSOL%GOBP%GO:1904152	13		Rejected!	
REGULATION OF MICROTUBULE POLYMERIZATION%GOBP%GO:0031113	47	44		
REGULATION OF TRYPTOPHAN METABOLIC PROCESS%GOBP%GO:0090357	1		Rejected!	
CELLULAR RESPONSE TO ALDEHYDE%GOBP%GO:0110096	12		Rejected!	
SIGNAL RELEASE FROM SYNAPSE%GOBP%GO:0099643	62	42		
REGULATION OF MITOTIC CYTOKINETIC PROCESS%GOBP%GO:1903436	2		Rejected!	
EMBRYONIC DIGESTIVE TRACT DEVELOPMENT%GOBP%GO:0048566	20	16		
FIBROUS RING OF HEART MORPHOGENESIS%GOBP%GO:1905285	1		Rejected!	
POSITIVE REGULATION OF DEVELOPMENTAL PIGMENTATION%GOBP%GO:0048087	4		Rejected!	
REGULATION OF MEIOTIC CELL CYCLE%GOBP%GO:0051445	45	33		
BIOLOGICAL PROCESS INVOLVED IN SYMBIOTIC INTERACTION%GOBP%GO:0044403	168	123		
REGULATION OF CD4-POSITIVE, ALPHA-BETA T CELL PROLIFERATION%GOBP%GO:2000561	11		Rejected!	
TRYPTOPHANYL-TRNA AMINOACYLATION%GOBP%GO:0006436	2		Rejected!	
POSITIVE REGULATION OF INTERLEUKIN-4-DEPENDENT ISOTYPE SWITCHING TO IGE ISOTYPES%GOBP%GO:2000572	1		Rejected!	
REGULATION OF METANEPHRIC COMMA-SHAPED BODY MORPHOGENESIS%GOBP%GO:2000006	1		Rejected!	
UBIQUITIN-DEPENDENT ERAD PATHWAY%GOBP%GO:0030433	78	74		
NEGATIVE REGULATION OF HYDROGEN PEROXIDE BIOSYNTHETIC PROCESS%GOBP%GO:0010730	2		Rejected!	
GLUCOCORTICOID SECRETION%GOBP%GO:0035933	1		Rejected!	
REGULATION OF VOLTAGE-GATED CALCIUM CHANNEL ACTIVITY%GOBP%GO:1901385	32	23		
AMINO ACID TRANSPORT%GOBP%GO:0006865	87	55		
REGULATION OF DEFENSE RESPONSE TO VIRUS%GOBP%GO:0050688	58	49		
DELTOID TUBEROSITY DEVELOPMENT%GOBP%GO:0035993	3		Rejected!	
COMMON MYELOID PROGENITOR CELL PROLIFERATION%GOBP%GO:0035726	4		Rejected!	
NEGATIVE REGULATION OF TRAIL-ACTIVATED APOPTOTIC SIGNALING PATHWAY%GOBP%GO:1903122	1		Rejected!	
REGULATION OF CARDIAC MUSCLE CELL CONTRACTION%GOBP%GO:0086004	28	19		
CARDIAC MUSCLE ADAPTATION%GOBP%GO:0014887	4		Rejected!	
POSITIVE REGULATION OF NEUTROPHIL EXTRAVASATION%GOBP%GO:2000391	5		Rejected!	
DETECTION OF BACTERIAL LIPOPEPTIDE%GOBP%GO:0070340	3		Rejected!	
MICROTUBULE DEPOLYMERIZATION%GOBP%GO:0007019	18		Rejected!	
RELAXATION OF MUSCLE%GOBP%GO:0090075	17		Rejected!	
REGULATION OF FREE UBIQUITIN CHAIN POLYMERIZATION%GOBP%GO:1904542	2		Rejected!	
NEGATIVE REGULATION OF HYDROGEN PEROXIDE-MEDIATED PROGRAMMED CELL DEATH%GOBP%GO:1901299	5		Rejected!	
PROTEIN LOCALIZATION TO T CELL SECRETORY GRANULE%GOBP%GO:0033374	1		Rejected!	
REGULATION OF ISOPRENOID METABOLIC PROCESS%GOBP%GO:0019747	3		Rejected!	
LIPID LOCALIZATION%GOBP%GO:0010876	257	159		
REGULATION OF AMYLOID-BETA CLEARANCE%GOBP%GO:1900221	16		Rejected!	
REGULATION OF T CELL ANERGY%GOBP%GO:0002667	4		Rejected!	
REGULATION OF SCHWANN CELL MIGRATION%GOBP%GO:1900147	1		Rejected!	
DNA-TEMPLATED TRANSCRIPTION, ELONGATION%GOBP%GO:0006354	27	27		
GLIAL CELL-NEURON SIGNALING%GOBP%GO:0150098	1		Rejected!	
REGULATION OF CYTOLYSIS BY SYMBIONT OF HOST CELLS%GOBP%GO:0001898	1		Rejected!	
NUCLEAR BODY ORGANIZATION%GOBP%GO:0030575	13		Rejected!	
HISTONE MONOUBIQUITINATION%GOBP%GO:0010390	35	33		
GLUCOSE MEDIATED SIGNALING PATHWAY%GOBP%GO:0010255	3		Rejected!	
BODY MORPHOGENESIS%GOBP%GO:0010171	19	15		
NEGATIVE REGULATION OF TELOMERE MAINTENANCE VIA TELOMERASE%GOBP%GO:0032211	20	20		
NEGATIVE REGULATION OF PHAGOCYTOSIS, ENGULFMENT%GOBP%GO:0060101	1		Rejected!	
CELLULAR RESPONSE TO ESTROGEN STIMULUS%GOBP%GO:0071391	15		Rejected!	
FOREBRAIN GENERATION OF NEURONS%GOBP%GO:0021872	17		Rejected!	
REGULATION OF ANTIGEN PROCESSING AND PRESENTATION OF PEPTIDE ANTIGEN VIA MHC CLASS I%GOBP%GO:0002589	2		Rejected!	
GLYCOLATE BIOSYNTHETIC PROCESS%GOBP%GO:0046295	1		Rejected!	
SNRNA TRANSCRIPTION BY RNA POLYMERASE III%GOBP%GO:0042796	8		Rejected!	
NEGATIVE REGULATION OF TORC2 SIGNALING%GOBP%GO:1903940	1		Rejected!	
NEGATIVE REGULATION OF IMMUNE RESPONSE TO TUMOR CELL%GOBP%GO:0002838	3		Rejected!	
OUTFLOW TRACT SEPTUM MORPHOGENESIS%GOBP%GO:0003148	25	18		
EXONUCLEOLYTIC TRIMMING TO GENERATE MATURE 3'-END OF 5.8S RRNA FROM TRICISTRONIC RRNA TRANSCRIPT (SSU-RRNA, 5.8S RRNA, LSU-RRNA)%GOBP%GO:0000467	9		Rejected!	
SKELETAL MUSCLE FIBER ADAPTATION%GOBP%GO:0043503	2		Rejected!	
POSITIVE REGULATION OF DNA-TEMPLATED DNA REPLICATION%GOBP%GO:2000105	12		Rejected!	
REGULATION OF NEUROTRANSMITTER RECEPTOR ACTIVITY%GOBP%GO:0099601	52	27		
REGULATION OF FUSION OF VIRUS MEMBRANE WITH HOST PLASMA MEMBRANE%GOBP%GO:1903913	1		Rejected!	
SKELETAL MUSCLE SATELLITE CELL MIGRATION%GOBP%GO:1902766	2		Rejected!	
POSITIVE REGULATION OF TRANSLATION IN RESPONSE TO STRESS%GOBP%GO:0032056	7		Rejected!	
DEOXYINOSINE METABOLIC PROCESS%GOBP%GO:0046094	2		Rejected!	
REGULATION OF TELOMERIC LOOP DISASSEMBLY%GOBP%GO:1904533	3		Rejected!	
TRANS-SYNAPTIC SIGNALING BY NITRIC OXIDE%GOBP%GO:0099548	1		Rejected!	
TRANSCRIPTION-COUPLED NUCLEOTIDE-EXCISION REPAIR%GOBP%GO:0006283	9		Rejected!	
POSITIVE REGULATION OF SYNCYTIUM FORMATION BY PLASMA MEMBRANE FUSION%GOBP%GO:0060143	16		Rejected!	
NEGATIVE REGULATION OF UBIQUITIN-DEPENDENT PROTEIN CATABOLIC PROCESS%GOBP%GO:2000059	42	39		
ENDOCARDIAL CUSHION TO MESENCHYMAL TRANSITION%GOBP%GO:0090500	4		Rejected!	
NEGATIVE REGULATION OF COLLAGEN METABOLIC PROCESS%GOBP%GO:0010713	4		Rejected!	
RESPONSE TO AMINO ACID STARVATION%GOBP%GO:1990928	43	42		
POSITIVE REGULATION OF CALCIUM ION-DEPENDENT EXOCYTOSIS OF NEUROTRANSMITTER%GOBP%GO:1903235	1		Rejected!	
POSITIVE REGULATION OF EXTRACELLULAR MATRIX ASSEMBLY%GOBP%GO:1901203	9		Rejected!	
POSITIVE REGULATION OF POTASSIUM ION IMPORT ACROSS PLASMA MEMBRANE%GOBP%GO:1903288	7		Rejected!	
POSITIVE REGULATION OF NEUTROPHIL DIFFERENTIATION%GOBP%GO:0045660	1		Rejected!	
NEGATIVE REGULATION OF CD4-POSITIVE, ALPHA-BETA T CELL PROLIFERATION%GOBP%GO:2000562	8		Rejected!	
NEGATIVE REGULATION OF NOTCH SIGNALING PATHWAY%GOBP%GO:0045746	29	22		
ELECTRON TRANSPORT CHAIN%GOBP%GO:0022900	100	96		
SULFUR COMPOUND CATABOLIC PROCESS%GOBP%GO:0044273	32	23		
REGULATION OF NITRIC OXIDE METABOLIC PROCESS%GOBP%GO:0080164	43	35		
LATERAL SPROUTING INVOLVED IN LUNG MORPHOGENESIS%GOBP%GO:0060490	1		Rejected!	
MITOCHONDRION DISASSEMBLY%GOBP%GO:0061726	50	45		
POSITIVE REGULATION OF GRANZYME B PRODUCTION%GOBP%GO:0071663	3		Rejected!	
CELL MIGRATION INVOLVED IN VASCULOGENESIS%GOBP%GO:0035441	2		Rejected!	
LYSOSOMAL MEMBRANE ORGANIZATION%GOBP%GO:0097212	15		Rejected!	
SOMATIC MUSCLE DEVELOPMENT%GOBP%GO:0007525	2		Rejected!	
